Title,Price,Area_sqft,Bedrooms,Bathrooms,Location,Location_encoded,Price_scaled,Area_scaled,Bedrooms_scaled,Bathrooms_scaled,Price_per_sqft
"Designer House For Sale in Block C1 - MPCHS, Multi Garden B17 Islamabad, House For Sale In CDA Sector, Islamabad",45000000,2722.5,5,6,"MPCHS - Multi Gardens, B-17",8,0.30697674418604654,0.18478260869565216,0.4444444444444445,0.8333333333333334,16528.92561983471
Designer House For Sale In MPCHS Multi Garden B17 CDA Sector,31500000,2178,5,6,"MPCHS - Multi Gardens, B-17",8,0.1813953488372093,0.13043478260869562,0.4444444444444445,0.8333333333333334,14462.809917355371
Designer House For Sale In MPCHS Multi Garden B17 CDA Sector,37000000,2178,5,6,"MPCHS - Multi Gardens, B-17",8,0.23255813953488375,0.13043478260869562,0.4444444444444445,0.8333333333333334,16988.062442607898
"House For Sale MPCHS Multi Garden B17, A CDA Sector",34500000,2178,5,6,"MPCHS - Multi Gardens, B-17",8,0.20930232558139533,0.13043478260869562,0.4444444444444445,0.8333333333333334,15840.220385674931
MPCHS Multi Garden B17 Islamabad Designer House For Sale In CDA Sector Islamabad,31500000,2178,5,6,"MPCHS - Multi Gardens, B-17",8,0.1813953488372093,0.13043478260869562,0.4444444444444445,0.8333333333333334,14462.809917355371
"Designer House For Sale in Block C1 - MPCHS, Multi Garden B17 Islamabad, House For Sale In CDA Sector, Islamabad",47000000,2722.5,5,6,"MPCHS - Multi Gardens, B-17",8,0.32558139534883723,0.18478260869565216,0.4444444444444445,0.8333333333333334,17263.54453627181
Designer 10 Marla House For Sale In Multi Garden B17 MPCHS A CDA Sector,47000000,2722.5,5,6,"MPCHS - Multi Gardens, B-17",8,0.32558139534883723,0.18478260869565216,0.4444444444444445,0.8333333333333334,17263.54453627181
Affordable House For Sale In MPCHS - Block F,21000000,1524.6,5,6,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.08372093,0.065217391,0.4444444444444445,0.8333333333333334,13774.104683195594
Looking For A House In MPCHS - Block C1 Islamabad,23000000,1361.25,5,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.10232558139534884,0.048913043,0.4444444444444445,0.8333333333333334,16896.23507805326
Affordable House Available For Sale In MPCHS - Block C1,23000000,1361.25,5,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.10232558139534884,0.048913043,0.4444444444444445,0.8333333333333334,16896.23507805326
Property For sale In MPCHS - Block E Islamabad Is Available Under Rs. 42000000,42000000,1905.75,5,6,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.27906976744186046,0.10326086956521739,0.4444444444444445,0.8333333333333334,22038.567493112947
"30x60 7 Marla Double Storey Double Unit House Available For Sale In Block E,CDA Sector B-17",24000000,1905.75,4,4,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.11162790697674418,0.10326086956521739,0.3333333333333333,0.5,12593.467138921684
Top Quality 1 Kanal Designer House in B-17,85000000,5445,6,7,"MPCHS - Multi Gardens, B-17",8,0.6790697674418604,0.45652173913043476,0.5555555555555556,0.9999999999999999,15610.651974288337
Luxury House For Sale In Multi Garden B-17 Islamabad,75000000,5445,7,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.586046512,0.45652173913043476,0.6666666666666665,0.8333333333333334,13774.104683195592
Brand New House For Sale In Multi Garden B-17 Islamabad,52500000,2967.525,4,6,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.3767441860465116,0.20923913043478265,0.3333333333333333,0.8333333333333334,17691.51060226957
You Can Find A Gorgeous House For Sale In MPCHS - Block C1,41000000,2722.5,5,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.26976744186046514,0.18478260869565216,0.4444444444444445,0.8333333333333334,15059.687786960514
"**Exquisite 6-Bedroom Luxury Home for Sale in Prestigious Multi Gardens, Islamabad**",60000000,2722.5,6,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.44651162790697674,0.18478260869565216,0.5555555555555556,0.8333333333333334,22038.567493112947
"10 Marla 35-70 Size Brand New Double Storey Double Unit For Sale In ,B-17 Block B1 Islamabad",48000000,2722.5,6,6,"MPCHS - Multi Gardens, B-17",8,0.33488372093023255,0.18478260869565216,0.5555555555555556,0.8333333333333334,17630.853994490357
5 Marla Brand New Luxury House For Sale In F Block B. 17 Islamabad,21000000,1361.25,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.08372093,0.048913043,0.3333333333333333,0.6666666666666666,15426.997245179064
8 Marla Double Unit House Available For Sale In Multi Gardens MPCHS B-17 In Block E Islamabad,30000000,2178,4,6,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.16744186046511628,0.13043478260869562,0.3333333333333333,0.8333333333333334,13774.104683195592
14 Marla Double Unit Brand New House Available. For Sale in Multi Gardens MPCHS. B-17 Block B Islamabad.,58000000,3811.5,6,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.4279069767441861,0.29347826086956524,0.5555555555555556,0.8333333333333334,15217.106126197035
7 Marla Brand New House For Sale,32500000,2178,4,6,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.19069767441860463,0.13043478260869562,0.3333333333333333,0.8333333333333334,14921.946740128558
30*60 House For Sale In E Block B 17 Islamabad,25000000,2178,4,5,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.12093023255813953,0.13043478260869562,0.3333333333333333,0.6666666666666666,11478.42056932966
5 Marla Full Furnished Luxury House In B 17 Block C 1,25000000,1361.25,4,5,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.12093023255813953,0.048913043,0.3333333333333333,0.6666666666666666,18365.472910927456
5 Marla Designer House For Sale In Multi Garden B 17 Islamabad,26000000,1361.25,4,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.13023255813953488,0.048913043,0.3333333333333333,0.8333333333333334,19100.091827364555
8 Marla Brand New House For Sale,31000000,2178,5,6,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.17674418604651165,0.13043478260869562,0.4444444444444445,0.8333333333333334,14233.24150596878
8 Marla Brand New Luxury House For Sale In Multi Garden B 17 Islamabad Block C,42500000,2178,5,6,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.2837209302325581,0.13043478260869562,0.4444444444444445,0.8333333333333334,19513.314967860424
5 Marla Beautiful House For Sale In Multi Garden B 17 Islamabad,25000000,1361.25,4,5,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.12093023255813953,0.048913043,0.3333333333333333,0.6666666666666666,18365.472910927456
5 Marla Brand New Modern Design House For Sale In Multi Garden B 17 Islamabad,23000000,1361.25,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.10232558139534884,0.048913043,0.3333333333333333,0.6666666666666666,16896.23507805326
8 Marla House For Sale In E Block Multi Garden B 17 Islamabad,26000000,2178,4,6,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.13023255813953488,0.13043478260869562,0.3333333333333333,0.8333333333333334,11937.557392102846
5 Marla Brand New House for Sale in Multi Garden B 17 Islamabad,20000000,1361.25,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.074418605,0.048913043,0.3333333333333333,0.6666666666666666,14692.378328741965
10 Marla Luxury House For Sale In Multi Garden B 17 Islamabad,52500000,2722.5,6,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.3767441860465116,0.18478260869565216,0.5555555555555556,0.8333333333333334,19283.74655647383
8 Marla Brand New Luxury House For Sale In Multi Garden B 17 Islamabad,32500000,2178,5,6,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.19069767441860463,0.13043478260869562,0.4444444444444445,0.8333333333333334,14921.946740128558
Luxury House For Sale In Multi Garden B 17 Islamabad,27000000,1905.75,4,5,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.13953488372093026,0.10326086956521739,0.3333333333333333,0.6666666666666666,14167.650531286896
5 Marla Brand New Luxury House For Sale In Multi Garden B 17 Islamabad,25000000,1361.25,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.12093023255813953,0.048913043,0.3333333333333333,0.6666666666666666,18365.472910927456
5 Marla Brand New Single Unit Double Storey House For Sale In Multi Garden B 17 Islamabad,22500000,1361.25,3,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.097674419,0.048913043,0.2222222222222222,0.6666666666666666,16528.92561983471
5 Marla Brand New House For Sale In Multi Garden B 17 Islamabad,28000000,1361.25,4,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.14883720930232558,0.048913043,0.3333333333333333,0.8333333333333334,20569.329660238753
Corner Luxury House For Sale In Multi Garden B 17 Islamabad Block E,39500000,2178,4,6,"MPCHS - Multi Gardens, B-17",8,0.2558139534883721,0.13043478260869562,0.3333333333333333,0.8333333333333334,18135.904499540862
10 Marla Brand New House For Sale In Multi Garden B 17 Islamabad,37000000,2722.5,5,6,"MPCHS - Multi Gardens, B-17",8,0.23255813953488375,0.18478260869565216,0.4444444444444445,0.8333333333333334,13590.449954086318
30*60 Brand New Luxury House For Sale In Multi Garden B 17 Islamabad,35000000,2178,5,6,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.21395348837209305,0.13043478260869562,0.4444444444444445,0.8333333333333334,16069.788797061525
5 Marla Brand New House For Sale In Multi Garden B 17 Islamabad,20000000,1361.25,4,6,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.074418605,0.048913043,0.3333333333333333,0.8333333333333334,14692.378328741965
5 Marla Brand New House For Sale In Multi Garden B 17 Islamabad,22500000,1361.25,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.097674419,0.048913043,0.3333333333333333,0.6666666666666666,16528.92561983471
5 Marla House In Mpchs For Sale Islamabad Pakistan,18500000,1524.6,4,5,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.060465116,0.065217391,0.3333333333333333,0.6666666666666666,12134.330316148498
5 Marla House In Mpchs Islamabad Pakistan For Sale,24000000,1524.6,5,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.11162790697674418,0.065217391,0.4444444444444445,0.8333333333333334,15741.833923652106
5 Marla house in mpchs Islamabad Pakistan for sale,25000000,1524.6,4,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.12093023255813953,0.065217391,0.3333333333333333,0.8333333333333334,16397.743670470943
Good Location 5 Marla House For Sale,21000000,1361.25,5,6,"MPCHS - Multi Gardens, B-17",8,0.08372093,0.048913043,0.4444444444444445,0.8333333333333334,15426.997245179064
1250 Square Feet House In Stunning MPCHS - Block B Extension 1 Is Available For Sale,22000000,1524.6,5,6,"MPCHS - Block B Extension 1, MPCHS - Multi Gardens",1,0.093023256,0.065217391,0.4444444444444445,0.8333333333333334,14430.014430014431
5 Marla House For Sale,17000000,1361.25,4,5,"MPCHS - Multi Gardens, B-17",8,0.046511627906976744,0.048913043,0.3333333333333333,0.6666666666666666,12488.52157943067
Top Location 5 Marla House,26000000,1361.25,5,5,"MPCHS - Multi Gardens, B-17",8,0.13023255813953488,0.048913043,0.4444444444444445,0.6666666666666666,19100.091827364555
7 Marla Brand New Double Unit House. Available For Sale in MPCHS Multi Gardens. In Block E B-17 Islamabad.,30000000,1905.75,4,6,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.16744186046511628,0.10326086956521739,0.3333333333333333,0.8333333333333334,15741.833923652106
10 Marla House For Sale In Multi Gardens B-17 Islamabad,40000000,2722.5,6,7,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.26046511627906976,0.18478260869565216,0.5555555555555556,0.9999999999999999,14692.378328741965
"5 MARLA TRIPLE STORY HOUSE FOR SALE IN MULTI GARDENS,B-17, ISLAMABAD",25000000,1361.25,5,6,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.12093023255813953,0.048913043,0.4444444444444445,0.8333333333333334,18365.472910927456
"MPCHS, B-17 House For Sale In B/1 Block",21500000,1361.25,3,3,"MPCHS - Block B Extension 1, MPCHS - Multi Gardens",1,0.088372093,0.048913043,0.2222222222222222,0.33333333333333337,15794.306703397613
B-17 B Block 10 Marla House For Sale,40000000,2722.5,6,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.26046511627906976,0.18478260869565216,0.5555555555555556,0.8333333333333334,14692.378328741965
"B-17, 10 Marla, House For Sale",58000000,2722.5,5,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.4279069767441861,0.18478260869565216,0.4444444444444445,0.8333333333333334,21303.948576675848
House Of 5 Marla Is Available For Sale In MPCHS - Block E,18500000,1361.25,4,4,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.060465116,0.048913043,0.3333333333333333,0.5,13590.449954086318
B-17 II 5 Marla Luxury House II For Sale II Best Location Near To MDR,23500000,1361.25,4,5,"MPCHS - Multi Gardens, B-17",8,0.10697674418604652,0.048913043,0.3333333333333333,0.6666666666666666,17263.54453627181
Beautiful 14 Marla House For Sale,55000000,3811.5,6,6,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.4,0.29347826086956524,0.5555555555555556,0.8333333333333334,14430.01443001443
5 Marla House In Block B1 Extension Redsun Villa Is For Sale,19600000,1524.6,3,3,"MPCHS - Block B Extension 1, MPCHS - Multi Gardens",1,0.070697674,0.065217391,0.2222222222222222,0.33333333333333337,12855.83103764922
Brand New 5 Marla House For Sale In B -17 Block C-1 Near To Family Park,24000000,1361.25,3,4,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.11162790697674418,0.048913043,0.2222222222222222,0.5,17630.853994490357
Designer+Corner House Available for sale in Multi Garden B-17 Islamabad,57000000,2722.5,5,5,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.41860465116279066,0.18478260869565216,0.4444444444444445,0.6666666666666666,20936.63912
Brand New House Double Heighted,22000000,1361.25,3,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.093023256,0.048913043,0.2222222222222222,0.5,16161.61616161616
House Available For Sale B17 Multi Garden Brand New 5 Marla,26000000,1361.25,6,6,"MPCHS - Multi Gardens, B-17",8,0.13023255813953488,0.048913043,0.5555555555555556,0.8333333333333334,19100.091827364555
Beautiful Newly Constructed 5 Marla |F-Block|B-17,20000000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.074418605,0.048913043,0.3333333333333333,0.5,14692.378328741965
8 Marla Corner House For Sale In Multi Garden B17 MPCHS Islamabad A CDA Sector,37000000,2178,5,6,"MPCHS - Multi Gardens, B-17",8,0.23255813953488375,0.13043478260869562,0.4444444444444445,0.8333333333333334,16988.062442607898
"8 Marla House for Sale in Multi Gardens B-17, MPCHS Islamabad",27000000,2178,5,6,"MPCHS - Multi Gardens, B-17",8,0.13953488372093026,0.13043478260869562,0.4444444444444445,0.8333333333333334,12396.694214876034
10 Marla Beautiful House For Sale,58000000,2722.5,6,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.4279069767441861,0.18478260869565216,0.5555555555555556,0.8333333333333334,21303.948576675848
1 Kanal Brand New with Solar 15 KW. Double Unit House Available For Sale. Multi Gardens MPCHS B-17 Block A Islamabad.,85000000,5445,9,6,"MPCHS - Block A, MPCHS - Multi Gardens",0,0.6790697674418604,0.45652173913043476,0.8888888888888888,0.8333333333333334,15610.651974288337
Beautifully Built 10 Marla House For Sale In Prime Location Of B-17 Islamabad,40000000,2722.5,5,5,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.26046511627906976,0.18478260869565216,0.4444444444444445,0.6666666666666666,14692.378328741965
Brand New House Available For Sale In B-17 Block F,18000000,1361.25,3,3,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.055813953,0.048913043,0.2222222222222222,0.33333333333333337,13223.140495867769
14 Marla House In Mpchs Foe Sale On Investor Rate Islamabad,47500000,3865.95,5,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.3302325581395349,0.29891304347826086,0.4444444444444445,0.8333333333333334,12286.760046043017
5 Marla House For Sale In FMC Multi Garden B17 MPCHS Islamabad A CDA,25500000,1361.25,5,6,"MPCHS - Multi Gardens, B-17",8,0.12558139534883722,0.048913043,0.4444444444444445,0.8333333333333334,18732.782369146007
5 Marla House For Sale In Multi Garden B17 MPCHS A CDA Sector,28000000,1361.25,4,6,"MPCHS - Multi Gardens, B-17",8,0.14883720930232558,0.048913043,0.3333333333333333,0.8333333333333334,20569.329660238753
8 Marla Brand New Cornor House In Mpchs B17 Islamabad For Sale,36000000,2178,6,7,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.22325581395348837,0.13043478260869562,0.5555555555555556,0.9999999999999999,16528.92561983471
Brand New Double Storey House 5 Bed 2 Kitchen For Sale,28000000,2178,5,6,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.14883720930232558,0.13043478260869562,0.4444444444444445,0.8333333333333334,12855.831037649219
MPCH House For Sale 10 Marla Prime Location,57500000,2722.5,5,6,"MPCHS - Multi Gardens, B-17",8,0.4232558139534883,0.18478260869565216,0.4444444444444445,0.8333333333333334,21120.293847566576
This Is Your Chance To Buy House In MPCHS - Block B,79000000,3811.5,5,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.6232558139534884,0.29347826086956524,0.4444444444444445,0.8333333333333334,20726.747999475272
Corner 8 Marla Brand New House Available For Sale in Multi Gardens MPCHS B-17. In Block E Islamabad.,30000000,2178,4,5,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.16744186046511628,0.13043478260869562,0.3333333333333333,0.6666666666666666,13774.104683195592
CHANCE DEAL 4 BED BEAUTIFUL HOUSE 60 FEET ROAD,21500000,1361.25,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.088372093,0.048913043,0.3333333333333333,0.6666666666666666,15794.306703397613
Beautiful Furnished House For Sale,52500000,2722.5,6,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.3767441860465116,0.18478260869565216,0.5555555555555556,0.8333333333333334,19283.74655647383
Mpchs Multi Gardens B-17 Islamabad 5 Marla Ultra Modern House Available For Sale 24/7 Borking Water Electric Meter Available Near Market Masjid School Park Everything Available On Walking Distance,24000000,1361.25,3,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.11162790697674418,0.048913043,0.2222222222222222,0.5,17630.853994490357
House For Sell Fmc,29600000,1361.25,5,5,"MPCHS - Multi Gardens, B-17",8,0.16372093023255813,0.048913043,0.4444444444444445,0.6666666666666666,21744.71992653811
"7 Marla House Available For Sale In MPCHS - Multi Gardens, Islamabad",38000000,1905.75,4,4,"MPCHS - Multi Gardens, B-17",8,0.24186046511627907,0.10326086956521739,0.3333333333333333,0.5,19939.656303292668
8 Marla Corner Brand New Luxury House For Sale In E Block Multi Garden B 17 Islamabad,31500000,2178,4,6,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.1813953488372093,0.13043478260869562,0.3333333333333333,0.8333333333333334,14462.809917355371
5 Marla Brand New House For Sale,19500000,1361.25,3,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.069767442,0.048913043,0.2222222222222222,0.5,14325.068870523415
8 Marla 65% Complete Owner Build Gray Structure House For Sale,23500000,2178,4,6,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.10697674418604652,0.13043478260869562,0.3333333333333333,0.8333333333333334,10789.71533516988
5 Marla Brand New House For Sale In Multi Garden B 17 Islamabad,23500000,1361.25,5,6,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.10697674418604652,0.048913043,0.4444444444444445,0.8333333333333334,17263.54453627181
"8 Marla Designer House for Sale in Multi Gardens B-17, MPCHS Islamabad",35000000,2178,5,6,"MPCHS - Multi Gardens, B-17",8,0.21395348837209305,0.13043478260869562,0.4444444444444445,0.8333333333333334,16069.788797061525
BEST LOCATION HOUSE FOR SALE PRICE ONLY 175 LAC DEMAND,17500000,1361.25,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.051162791,0.048913043,0.3333333333333333,0.6666666666666666,12855.831037649219
"10 Marla House for Sale in Multi Gardens B-17, MPCHS (CDA Sector), Islamabad",45000000,2722.5,5,6,"MPCHS - Multi Gardens, B-17",8,0.30697674418604654,0.18478260869565216,0.4444444444444445,0.8333333333333334,16528.92561983471
30x60 Newly Built House For Sale In B-17,35000000,2178,6,4,"MPCHS - Multi Gardens, B-17",8,0.21395348837209305,0.13043478260869562,0.5555555555555556,0.5,16069.788797061525
8 Marla Basement House For Sale In B-17 Multi Gardens MPCHS Prime Location Near E Block Commercial & Masjid,37500000,2178,7,6,"MPCHS - Multi Gardens, B-17",8,0.2372093023255814,0.13043478260869562,0.6666666666666665,0.8333333333333334,17217.63085399449
"Modern Design Double-Unit House In Block C1 - MPCHS, Multi Gardens B-17, Islamabad CDA SECTOR",28000000,1361.25,5,5,"MPCHS - Multi Gardens, B-17",8,0.14883720930232558,0.048913043,0.4444444444444445,0.6666666666666666,20569.329660238753
"8 Marla House for Sale in Multi Gardens B-17, MPCHS A CDA Approved Project, Islamabad",30000000,2178,6,6,"MPCHS - Multi Gardens, B-17",8,0.16744186046511628,0.13043478260869562,0.5555555555555556,0.8333333333333334,13774.104683195592
"14 Marla House For Sale In Multi Gardens B-17, MPCHS, Islamabad Prime Location",68000000,3811.5,6,6,"MPCHS - Multi Gardens, B-17",8,0.5209302325581395,0.29347826086956524,0.5555555555555556,0.8333333333333334,17840.745113472385
7 Marla Brand New House For Sale,36000000,1905.75,4,4,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.22325581395348837,0.10326086956521739,0.3333333333333333,0.5,18890.200708382526
10 Marla Designer House For Sale In MPCHS B17 Islamabad,49500000,2722.5,6,6,"MPCHS - Block B Extension 1, MPCHS - Multi Gardens",1,0.3488372093023256,0.18478260869565216,0.5555555555555556,0.8333333333333334,18181.81818181818
Brand New Luxury House For Sale In B-Block Multi Garden B-17 Islamabad,66000000,3865.95,6,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.5023255813953489,0.29891304347826086,0.5555555555555556,0.8333333333333334,17072.129748186086
10 Marla House In Mpchs Islamabad Pakistan For Sale,37000000,2967.525,6,7,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.23255813953488375,0.20923913043478265,0.5555555555555556,0.9999999999999999,12468.302710170934
8 Marla House for Sale in B-17 Islamabad | Near Double Road | 2nd to Corner,33500000,2178,4,5,"MPCHS - Multi Gardens, B-17",8,0.2,0.13043478260869562,0.3333333333333333,0.6666666666666666,15381.083562901746
Beautiful Duplex House For Sale!,22000000,1361.25,4,4,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.093023256,0.048913043,0.3333333333333333,0.5,16161.61616161616
5 Marla Front Open House For Sale,23000000,1361.25,5,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.10232558139534884,0.048913043,0.4444444444444445,0.6666666666666666,16896.23507805326
Double Road House 25x50 F Block B-17 Islamabad,21500000,1361.25,4,4,"MPCHS - Multi Gardens, B-17",8,0.088372093,0.048913043,0.3333333333333333,0.5,15794.306703397613
Luxury House For Sale In MPCHS B-17,75000000,5445,6,6,"MPCHS - Multi Gardens, B-17",8,0.586046512,0.45652173913043476,0.5555555555555556,0.8333333333333334,13774.104683195592
Good Location House Available For Sale In B-17 Block B,46000000,2722.5,6,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.31627906976744186,0.18478260869565216,0.5555555555555556,0.8333333333333334,16896.23507805326
10 Marla House For Sale In B17 Islamabad,55000000,2722.5,5,5,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.4,0.18478260869565216,0.4444444444444445,0.6666666666666666,20202.0202
House For Sale B17 Multi Garden Islamabad,26000000,1361.25,5,6,"MPCHS - Multi Gardens, B-17",8,0.13023255813953488,0.048913043,0.4444444444444445,0.8333333333333334,19100.091827364555
5 Marla House For Sale In F Block B-17 Multi Gardens,23000000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.10232558139534884,0.048913043,0.3333333333333333,0.5,16896.23507805326
A Very Beautiful House Availible For Sale,27000000,1633.5,5,5,"MPCHS - Multi Gardens, B-17",8,0.13953488372093026,0.076086957,0.4444444444444445,0.6666666666666666,16528.92561983471
Good location House for sale in multi garden B-17 islamabad Block C,70000000,5445,6,6,"MPCHS - Multi Gardens, B-17",8,0.5395348837209303,0.45652173913043476,0.5555555555555556,0.8333333333333334,12855.831037649219
5 Marla Luxury House For Sale In Multi Garden B 17 Islamabad,21500000,1361.25,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.088372093,0.048913043,0.3333333333333333,0.6666666666666666,15794.306703397613
Best Opportunity To Get Brand New House On Instalment In B-17 Multi Gardens Block C,26300000,1715.175,4,4,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.1330232558139535,0.08423913,0.3333333333333333,0.5,15333.712303409273
4.5 Marla Furnished Villa For Sale In Multi Garden B-17 Islamabad Block C1,14500000,1225.125,3,4,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.023255813953488386,0.035326087,0.2222222222222222,0.5,11835.526987042138
House For Sale In Multi Garden B 17 Islamabad,28000000,1361.25,4,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.14883720930232558,0.048913043,0.3333333333333333,0.8333333333333334,20569.329660238753
Beautiful House For Sell B17 Multi Garden Islamabad,23000000,1361.25,4,4,"MPCHS - Multi Gardens, B-17",8,0.10232558139534884,0.048913043,0.3333333333333333,0.5,16896.23507805326
10 Marla Brand New House For Sale In Multi Garden B 17 Islamabad,41000000,2722.5,6,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.26976744186046514,0.18478260869565216,0.5555555555555556,0.8333333333333334,15059.687786960514
10 Marla Brand New Luxury House For Sale In Multi Garden B 17 Islamabad Block C1,57000000,2722.5,7,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.41860465116279066,0.18478260869565216,0.6666666666666665,0.8333333333333334,20936.63912
Brand New 30x60 Corner House For Sale In B-17 Block C-1,35000000,2178,6,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.21395348837209305,0.13043478260869562,0.5555555555555556,0.8333333333333334,16069.788797061525
B-17 Islamabad 5 Marla Brand New House Available For Sale,22000000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.093023256,0.048913043,0.3333333333333333,0.5,16161.61616161616
